year,master_chronology,SLC02B
1780,1.4885024,NA
1781,0.41062662,NA
1782,-0.291773,NA
1783,1.38177596,NA
1784,2.12745041,NA
1785,2.01290169,NA
1786,0.9113422,NA
1787,0.62391176,NA
1788,0.41129349,NA
1789,0.78787343,NA
1790,-1.0655554,NA
1791,1.15800789,NA
1792,1.09982389,NA
1793,1.94278553,NA
1794,0.10950475,NA
1795,1.55318123,NA
1796,0.95282945,NA
1797,0.78039118,NA
1798,0.52573437,NA
1799,1.453157,NA
1800,1.56390075,NA
1801,0.88383368,NA
1802,1.68882975,NA
1803,0.60254853,NA
1804,2.04463417,NA
1805,0.90436038,NA
1806,-0.3294019,NA
1807,0.49244664,NA
1808,-0.0064888,NA
1809,1.33270282,NA
1810,1.77969428,NA
1811,1.5396454,NA
1812,0.9735593,NA
1813,0.79244063,NA
1814,0.2738758,NA
1815,2.15850908,NA
1816,2.28206189,NA
1817,1.38293722,NA
1818,1.0880557,NA
1819,0.20795981,NA
1820,-0.2748426,NA
1821,1.02086512,NA
1822,0.32979055,NA
1823,0.54313582,NA
1824,1.48662413,NA
1825,1.0567311,NA
1826,0.59467851,NA
1827,1.09949739,NA
1828,1.06684364,NA
1829,0.325766,NA
1830,0.95347361,NA
1831,1.35044297,NA
1832,1.19365486,NA
1833,1.93025973,NA
1834,0.80209846,NA
1835,1.37932635,NA
1836,0.22155837,NA
1837,1.77152905,NA
1838,1.08235686,NA
1839,2.08999633,NA
1840,1.07440516,NA
1841,-0.430468,0.112770849
1842,-0.1102514,-0.138488758
1843,0.06852848,0.591675306
1844,1.01821553,2.820064727
1845,1.31392067,3.047769979
1846,1.61855335,1.778605108
1847,-0.6791819,-0.850848156
1848,0.5894996,-0.742983259
1849,0.95217467,1.46829848
1850,1.58996733,1.949581758
1851,0.769886,0.442433083
1852,1.80648463,1.52342579
1853,1.13992948,1.245597173
1854,0.83608876,0.692447655
1855,0.58126879,0.905240411
1856,0.97348405,1.635916189
1857,1.09087747,0.547613312
1858,1.6955597,0.85433267
1859,1.13819515,1.253580601
1860,0.94143217,1.433979717
1861,1.16286766,1.1692917
1862,0.44930745,1.60048552
1863,-0.2501591,-0.43080617
1864,-0.3469789,-0.30137599
1865,0.83491187,1.212789917
1866,0.9143749,1.394431073
1867,1.2423786,1.603508979
1868,2.40829634,2.746617722
1869,1.59231896,1.365404755
1870,1.17019402,0.828086642
1871,1.21517486,0.545743852
1872,0.12333934,-0.007681542
1873,-0.0411771,0.016073135
1874,1.63542743,1.337173722
1875,1.74094955,1.344394415
1876,1.46773255,1.794225115
1877,1.48237415,1.862530164
1878,0.34432659,0.427834894
1879,0.49002865,1.098265318
1880,0.85630012,0.60309728
1881,-0.0945962,-0.320243017
1882,1.11953592,1.672028646
1883,0.94844387,0.450901483
1884,1.24329913,0.339871347
1885,1.70078112,1.13271632
1886,1.03822483,0.375549448
1887,0.8638879,1.074929267
1888,1.6215622,2.210420063
1889,1.78934977,3.579846592
1890,1.15613201,2.529315282
1891,1.60879796,1.970178525
1892,0.91649776,-0.601955695
1893,-0.4634145,-1.051860661
1894,0.43436926,-0.475212901
1895,-0.4838871,-0.862899199
1896,0.92917536,0.498452224
1897,0.99605703,0.860871315
1898,2.51858718,3.655168873
1899,2.23376248,1.598166985
1900,0.47258049,0.149866672
1901,1.37007857,2.187870486
1902,0.20384265,0.41282628
1903,1.14818802,2.553542855
1904,-0.5688825,-1.001455806
1905,1.29550367,1.862441397
1906,1.22150597,0.347713399
1907,1.45383052,0.607558849
1908,1.61026832,1.106557663
1909,1.01452682,1.206102623
1910,0.22037612,-0.091953124
1911,0.37682398,0.499710114
1912,1.02100174,1.487319208
1913,0.77573025,0.869667505
1914,1.26316179,1.202319724
1915,1.96438629,1.486646287
1916,0.84945491,2.189052465
1917,1.26117402,2.315195934
1918,0.37297669,0.2886754
1919,1.03886397,1.185882796
1920,1.20308054,1.865109051
1921,0.97078937,0.596436881
1922,1.21782896,0.30117417
1923,0.42308588,-0.503269506
1924,1.12904006,0.674865012
1925,-0.3847848,0.374999777
1926,1.1575067,0.864559964
1927,0.73938782,0.588572662
1928,1.07839563,2.293989674
1929,1.13466925,1.546002023
1930,1.32630016,0.649786522
1931,1.50327352,2.362670592
1932,1.66712168,0.331434786
1933,1.21125836,0.899287676
1934,0.22262342,0.320570594
1935,1.73745724,1.50056847
1936,1.38994787,1.052310494
1937,1.1004135,1.264947968
1938,0.75748338,1.089805041
1939,-0.2804868,0.44509106
1940,1.17584809,1.526228224
1941,1.83135523,1.815276385
1942,1.51209948,1.39212924
1943,-0.5510608,-0.654040954
1944,1.70765237,0.823713488
1945,2.44029852,2.40539881
1946,1.18354678,1.487654157
1947,0.81741256,-0.60042702
1948,-0.1685553,-0.183080459
1949,1.39155525,1.997207144
1950,1.12772636,2.694887261
1951,-0.5349777,-0.268371348
1952,2.41441154,2.543899189
1953,1.06854289,0.924254234
1954,-1.1914395,-0.845768314
1955,1.2049436,0.859915989
1956,-0.0068992,0.150002784
1957,1.45333838,1.268703861
1958,1.66017899,1.992283045
1959,1.81588023,1.300132842
1960,1.02244323,1.014833422
1961,-0.3154332,-0.923555134
1962,0.67273861,0.804624981
1963,0.64563781,0.641177994
1964,1.78845444,2.065790867
1965,1.95557082,1.723711108
1966,1.4409442,1.066856148
1967,0.63686744,0.58134562
1968,2.50469109,3.471923337
1969,0.91246684,0.168237362
1970,1.39053399,1.984792009
1971,-0.7662964,0.075369809
1972,0.46708889,0.239381738
1973,1.80253136,2.293501406
1974,-0.5905961,-0.72425823
1975,1.42167458,1.971346694
1976,0.79552698,1.198193799
1977,0.16591422,-0.345858223
1978,1.05371483,1.220741355
1979,2.22844217,2.001133274
1980,0.39113909,0.066138872
1981,1.07893289,1.334795218
1982,-0.579234,-1.528073275
1983,1.05850647,1.505673918
1984,1.84393586,1.143853877
1985,1.86869703,1.563688651
1986,1.38623287,0.552198906
1987,1.85825877,2.109342803
1988,0.94934907,1.931054322
1989,0.36996569,0.766887663
1990,-0.1894764,-0.006724082
1991,1.44604178,1.309737461
1992,1.56904308,1.629996574
1993,1.38907045,1.466742762
1994,-0.2785756,-0.546406006
1995,1.41971508,1.740002768
