year,master_chronology,SLC08B
1780,1.4885024,NA
1781,0.41062662,NA
1782,-0.291773,NA
1783,1.38177596,NA
1784,2.12745041,NA
1785,2.01290169,NA
1786,0.9113422,NA
1787,0.62391176,NA
1788,0.41129349,NA
1789,0.78787343,NA
1790,-1.0655554,NA
1791,1.15800789,NA
1792,1.09982389,NA
1793,1.94278553,NA
1794,0.10950475,NA
1795,1.55318123,NA
1796,0.95282945,NA
1797,0.78039118,NA
1798,0.52573437,NA
1799,1.453157,NA
1800,1.56390075,NA
1801,0.88383368,NA
1802,1.68882975,NA
1803,0.60254853,NA
1804,2.04463417,NA
1805,0.90436038,NA
1806,-0.3294019,NA
1807,0.49244664,NA
1808,-0.0064888,NA
1809,1.33270282,NA
1810,1.77969428,NA
1811,1.5396454,NA
1812,0.9735593,NA
1813,0.79244063,NA
1814,0.2738758,NA
1815,2.15850908,NA
1816,2.28206189,NA
1817,1.38293722,NA
1818,1.0880557,NA
1819,0.20795981,NA
1820,-0.2748426,NA
1821,1.02086512,NA
1822,0.32979055,NA
1823,0.54313582,NA
1824,1.48662413,NA
1825,1.0567311,NA
1826,0.59467851,NA
1827,1.09949739,NA
1828,1.06684364,NA
1829,0.325766,NA
1830,0.95347361,NA
1831,1.35044297,NA
1832,1.19365486,NA
1833,1.93025973,NA
1834,0.80209846,NA
1835,1.37932635,NA
1836,0.22155837,NA
1837,1.77152905,NA
1838,1.08235686,NA
1839,2.08999633,NA
1840,1.07440516,NA
1841,-0.430468,NA
1842,-0.1102514,NA
1843,0.06852848,NA
1844,1.01821553,NA
1845,1.31392067,NA
1846,1.61855335,NA
1847,-0.6791819,NA
1848,0.5894996,NA
1849,0.95217467,NA
1850,1.58996733,NA
1851,0.769886,NA
1852,1.80648463,NA
1853,1.13992948,NA
1854,0.83608876,NA
1855,0.58126879,NA
1856,0.97348405,NA
1857,1.09087747,NA
1858,1.6955597,NA
1859,1.13819515,NA
1860,0.94143217,NA
1861,1.16286766,NA
1862,0.44930745,NA
1863,-0.2501591,NA
1864,-0.3469789,NA
1865,0.83491187,NA
1866,0.9143749,NA
1867,1.2423786,NA
1868,2.40829634,NA
1869,1.59231896,NA
1870,1.17019402,NA
1871,1.21517486,NA
1872,0.12333934,NA
1873,-0.0411771,NA
1874,1.63542743,NA
1875,1.74094955,NA
1876,1.46773255,NA
1877,1.48237415,NA
1878,0.34432659,NA
1879,0.49002865,NA
1880,0.85630012,NA
1881,-0.0945962,NA
1882,1.11953592,NA
1883,0.94844387,NA
1884,1.24329913,NA
1885,1.70078112,NA
1886,1.03822483,NA
1887,0.8638879,NA
1888,1.6215622,NA
1889,1.78934977,NA
1890,1.15613201,NA
1891,1.60879796,NA
1892,0.91649776,NA
1893,-0.4634145,NA
1894,0.43436926,NA
1895,-0.4838871,NA
1896,0.92917536,1.634211934
1897,0.99605703,0.445319725
1898,2.51858718,1.591550104
1899,2.23376248,0.821633935
1900,0.47258049,0.362512519
1901,1.37007857,0.478610839
1902,0.20384265,0.544605868
1903,1.14818802,1.86830433
1904,-0.5688825,0.263218033
1905,1.29550367,1.380507892
1906,1.22150597,1.083591483
1907,1.45383052,2.554314306
1908,1.61026832,1.872792985
1909,1.01452682,0.884888923
1910,0.22037612,-0.2502567
1911,0.37682398,0.74176148
1912,1.02100174,0.878113538
1913,0.77573025,1.292555606
1914,1.26316179,0.809631128
1915,1.96438629,1.158863761
1916,0.84945491,1.028927297
1917,1.26117402,2.020171105
1918,0.37297669,0.06128728
1919,1.03886397,1.52957747
1920,1.20308054,1.011407302
1921,0.97078937,1.058136888
1922,1.21782896,0.009125343
1923,0.42308588,0.300989656
1924,1.12904006,1.452402191
1925,-0.3847848,-0.215207474
1926,1.1575067,2.483734577
1927,0.73938782,0.876550601
1928,1.07839563,1.604357306
1929,1.13466925,0.671610237
1930,1.32630016,1.161292136
1931,1.50327352,1.626040622
1932,1.66712168,2.52905038
1933,1.21125836,0.962235037
1934,0.22262342,-0.363578413
1935,1.73745724,1.098022657
1936,1.38994787,1.130789054
1937,1.1004135,0.78907425
1938,0.75748338,-0.098010281
1939,-0.2804868,-0.174692831
1940,1.17584809,0.423581709
1941,1.83135523,2.403192625
1942,1.51209948,0.907621896
1943,-0.5510608,-0.290782042
1944,1.70765237,1.770128537
1945,2.44029852,4.450484213
1946,1.18354678,2.959271901
1947,0.81741256,-0.275687187
1948,-0.1685553,-1.293885854
1949,1.39155525,1.846762268
1950,1.12772636,2.897346376
1951,-0.5349777,-1.029391973
1952,2.41441154,0.639778521
1953,1.06854289,-0.386159016
1954,-1.1914395,-0.721224169
1955,1.2049436,0.503032264
1956,-0.0068992,0.950473102
1957,1.45333838,1.052800172
1958,1.66017899,2.739065489
1959,1.81588023,2.376862606
1960,1.02244323,1.7840934
1961,-0.3154332,-0.082655991
1962,0.67273861,-0.41190033
1963,0.64563781,-0.211936203
1964,1.78845444,1.500407798
1965,1.95557082,1.898468687
1966,1.4409442,2.368007426
1967,0.63686744,1.276043463
1968,2.50469109,2.440323425
1969,0.91246684,1.368642152
1970,1.39053399,1.847591526
1971,-0.7662964,-1.138178462
1972,0.46708889,0.408163095
1973,1.80253136,1.029510371
1974,-0.5905961,-0.660921157
1975,1.42167458,1.135345658
1976,0.79552698,-0.048313609
1977,0.16591422,-0.018026279
1978,1.05371483,0.936385485
1979,2.22844217,2.240813657
1980,0.39113909,2.131286332
1981,1.07893289,1.596521894
1982,-0.579234,1.075845528
1983,1.05850647,0.156874488
1984,1.84393586,0.134633923
1985,1.86869703,1.197321956
1986,1.38623287,1.121302488
1987,1.85825877,1.728113446
1988,0.94934907,1.16414105
1989,0.36996569,1.71859039
1990,-0.1894764,0.231801262
1991,1.44604178,0.79359528
1992,1.56904308,2.0731806
1993,1.38907045,1.34363357
1994,-0.2785756,0.149817507
1995,1.41971508,0.828180657
